title,studio,domestic_gross,foreign_gross,year
kai po che (2013),utv,1100000.0,19400000.0,2013
what maisie knew (2013),mne,1100000.0,19400000.0,2013
thanks for sharing (2013),ratt.,1100000.0,19400000.0,2013
ain't them bodies saints (2013),ifc,397000.0,635000.0,2013
kill your darlings (2013),spc,1000000.0,19400000.0,2013
short term 12 (2013),cdgm.,1000000.0,19400000.0,2013
ginger & rosa (2013),a24,1000000.0,19400000.0,2013
lore (2013),mbox,970000.0,19400000.0,2013
raanjhana (2013),eros,903000.0,19400000.0,2013
generation iron (2013),tvc,850000.0,19400000.0,2013
the monk (2013),ato,13500.0,794000.0,2013
satyagraha (2013),utv,739000.0,19400000.0,2013
hannah arendt (2013),zeit.,717000.0,19400000.0,2013
besharam (2013),relbig.,680000.0,19400000.0,2013
salinger (2013),wein.,584000.0,67000.0,2013
the hunt (2013),magn.,613000.0,19400000.0,2013
walking the camino: six ways to santiago (2013),fef,613000.0,19400000.0,2013
to the wonder (2013),magn.,588000.0,19400000.0,2013
lootera (2013),eros,582000.0,19400000.0,2013
museum hours (2013),cgld,561000.0,19400000.0,2013
the reluctant fundamentalist (2013),ifc,553000.0,19400000.0,2013
you ain't seen nothin' yet (2013),kl,18900.0,488000.0,2013
the inevitable defeat of mister and pete (2013),lgf,495000.0,19400000.0,2013
act of killing (2013),drft.,487000.0,19400000.0,2013
sound city (2013),vari.,423000.0,19400000.0,2013
shadow dancer (2013),magn.,101000.0,319000.0,2013
a hijacking (2013),magn.,414000.0,19400000.0,2013
grand masti (2013),eros,414000.0,19400000.0,2013
phata poster nikla hero (2013),eros,411000.0,19400000.0,2013
the armstrong lie (2013),spc,383000.0,19400000.0,2013
tai chi hero (2013),wgusa,35100.0,347000.0,2013
at any price (2013),spc,381000.0,19400000.0,2013
shootout at wadala (2013),eros,370000.0,19400000.0,2013
gori tere pyaar mein (2013),relbig.,342000.0,19400000.0,2013
adore (2013),excl,319000.0,19400000.0,2013
a bottle in the gaza sea (2013),fm,5900.0,306000.0,2013
go goa gone (2013),eros,298000.0,19400000.0,2013
blancanieves (2013),cohen,280000.0,19400000.0,2013
himmatwala (2013),utv,271000.0,19400000.0,2013
great expectations (2013) (2013),msf,259000.0,19400000.0,2013
the silence (2013),mbox,100000.0,132000.0,2013
singh saab the great (2013),eros,226000.0,19400000.0,2013
abcd (any body can dance) (2013),utv,222000.0,19400000.0,2013
arthur newman (2013),cdgm.,208000.0,19400000.0,2013
ghanchakkar (2013),utv,203000.0,19400000.0,2013
midnight's children (2013),p/108,190000.0,19400000.0,2013
r... rajkumar (2013),eros,167000.0,19400000.0,2013
we steal secrets: the story of wikileaks (2013),fcw,166000.0,19400000.0,2013
the patience stone (2013),spc,149000.0,19400000.0,2013
rangeelay (2013),eros,148000.0,19400000.0,2013
drug war (2013),vari.,128000.0,19400000.0,2013
beyond the hills (2013),ifc,125000.0,19400000.0,2013
storm surfers 3d (2013),xl,117000.0,19400000.0,2013
yossi (2013),strand,117000.0,19400000.0,2013
spinning plates (2013),tfa,112000.0,19400000.0,2013
ek thi daayan (2013),eros,112000.0,19400000.0,2013
the english teacher (2013),cdgm.,105000.0,19400000.0,2013
man of tai chi (2013),rtwc,100000.0,19400000.0,2013
passion (2013),eone,92200.0,19400000.0,2013
byzantium (2013),ifc,89200.0,19400000.0,2013
the rooftop (2013),wgusa,85800.0,19400000.0,2013
we are what we are (2013),eone,81400.0,19400000.0,2013
stuck in love (2013),mne,81100.0,19400000.0,2013
more than honey (2013),kl,79800.0,19400000.0,2013
caesar must die (2013),af,76900.0,19400000.0,2013
leviathan (2013) (2013),cgld,76200.0,19400000.0,2013
no one lives (2013),anch.,74900.0,19400000.0,2013
war witch (2013),trib.,70500.0,19400000.0,2013
the pervert's guide to ideology (2013),zeit.,68000.0,19400000.0,2013
my lucky star (2013),cl,64400.0,19400000.0,2013
becoming traviata (2013),distrib.,62700.0,19400000.0,2013
sightseers (2013),ifc,61800.0,19400000.0,2013
the canyons (2013),ifc,56800.0,19400000.0,2013
table no. 21 (2013),eros,46700.0,19400000.0,2013
wish you were here (2013) (2013),eone,46300.0,19400000.0,2013
a glimpse inside the mind of charles swan iii (2013),a24,45400.0,19400000.0,2013
the we and the i (2013),p/108,42200.0,19400000.0,2013
killing season (2013),mne,39900.0,19400000.0,2013
post tenebras lux (2013),strand,39200.0,19400000.0,2013
rising from ashes (2013),frun,38600.0,19400000.0,2013
berberian sound studio (2013),ifc,38500.0,19400000.0,2013
ip man: the final fight (2013),wgusa,37900.0,19400000.0,2013
redemption (2013) (2013),ratt.,36900.0,19400000.0,2013
camille claudel 1915 (2013),kl,35300.0,19400000.0,2013
bastards (2013),ifc,24500.0,19400000.0,2013
paradise: love (2013),strand,24300.0,19400000.0,2013
our children (2013),distrib.,23200.0,19400000.0,2013
v/h/s/2 (2013),magn.,21800.0,19400000.0,2013
the look of love (2013),ifc,21300.0,19400000.0,2013
the painting (2013) (2013),gk,21000.0,19400000.0,2013
terraferma (2013),cohen,20000.0,19400000.0,2013
love and honor (2013) (2013),ifc,19700.0,19400000.0,2013
nostalghia (2013),kl,18800.0,19400000.0,2013
casting by (2013),sd,18200.0,19400000.0,2013
violet & daisy (2013),cdgm.,17200.0,19400000.0,2013
jayne mansfield's car (2013),anch.,14800.0,19400000.0,2013
a wedding invitation (2013),cj,14400.0,19400000.0,2013
red obsession (2013),a23,13200.0,19400000.0,2013
the selfish giant (2013),ifc,12200.0,19400000.0,2013
charlie countryman (2013),mne,11700.0,19400000.0,2013
just like a woman (2013),cohen,11400.0,19400000.0,2013
so young (2013),cl,11200.0,19400000.0,2013
in the name of (2013),fm,9900.0,19400000.0,2013
inchallah (u.s. only) (2013),eone,9800.0,19400000.0,2013
welcome to the punch (2013),ifc,9700.0,19400000.0,2013
clandestine childhood (2013),ifc,9000.0,19400000.0,2013
argento's dracula 3d (2013),ifc,8100.0,19400000.0,2013
finding mr. right (2013),cl,6900.0,19400000.0,2013
paradise: hope (2013),strand,6700.0,19400000.0,2013
paradise: faith (2013),strand,6500.0,19400000.0,2013
the guillotines (2013),wgusa,5300.0,19400000.0,2013
the stroller strategy (2013),rialto,3500.0,19400000.0,2013
what richard did (2013),trib.,2700.0,19400000.0,2013
caught in the web (2013),vita.,1100.0,19400000.0,2013
i spit on your grave 2 (2013),anch.,800.0,19400000.0,2013
into the white (2013),magn.,700.0,19400000.0,2013
storage 24 (2013),magn.,100.0,19400000.0,2013
transformers: age of extinction (2014),par.,245400000.0,858600000.0,2014
the hobbit: the battle of the five armies (2014),wb (nl),255100000.0,700900000.0,2014
guardians of the galaxy (2014),bv,333200000.0,440200000.0,2014
maleficent (2014),bv,241400000.0,517100000.0,2014
the hunger games: mockingjay - part 1 (2014),lgf,337100000.0,418200000.0,2014
x-men: days of future past (2014),fox,233900000.0,513900000.0,2014
captain america: the winter soldier (2014),bv,259800000.0,454500000.0,2014
dawn of the planet of the apes (2014),fox,208500000.0,502100000.0,2014
the amazing spider-man 2 (2014),sony,202900000.0,506100000.0,2014
interstellar (2014),par.,188000000.0,489400000.0,2014
big hero 6 (2014),bv,222500000.0,435300000.0,2014
how to train your dragon 2 (2014),fox,177000000.0,444500000.0,2014
american sniper (2014),wb,350100000.0,197300000.0,2014
godzilla (2014) (2014),wb,200700000.0,328400000.0,2014
rio 2 (2014),fox,131500000.0,368600000.0,2014
teenage mutant ninja turtles (2014) (2014),par.,191200000.0,302100000.0,2014
the lego movie (2014),wb,257800000.0,211400000.0,2014
lucy (2014),uni.,126700000.0,336700000.0,2014
penguins of madagascar (2014),fox,83400000.0,289700000.0,2014
edge of tomorrow (2014),wb,100200000.0,270300000.0,2014
gone girl (2014),fox,167800000.0,201600000.0,2014
night at the museum: secret of the tomb (2014),fox,113700000.0,249500000.0,2014
noah (2014),par.,101200000.0,261399999.0,2014
the maze runner (2014),fox,102400000.0,245900000.0,2014
300: rise of an empire (2014),wb,106600000.0,231000000.0,2014
22 jump street (2014),sony,191700000.0,139600000.0,2014
the fault in our stars (2014),fox,124900000.0,182300000.0,2014
divergent (2014),lg/s,150900000.0,137900000.0,2014
mr. peabody & sherman (2014),fox,111500000.0,164200000.0,2014
neighbors (2014),uni.,150200000.0,120500000.0,2014
exodus: gods and kings (2014),fox,65000000.0,203200000.0,2014
annabelle (2014),wb (nl),84300000.0,172800000.0,2014
hercules (2014) (2014),par.,72700000.0,172100000.0,2014
robocop (2014) (2014),sony,58600000.0,184100000.0,2014
the imitation game (2014),wein.,91100000.0,142400000.0,2014
non-stop (2014),uni.,92200000.0,130600000.0,2014
dracula untold (2014),uni.,56300000.0,160800000.0,2014
the expendables 3 (2014),lgf,39300000.0,175300000.0,2014
into the woods (2014),bv,128000000.0,85100000.0,2014
fury (2014) (2014),sony,85800000.0,126000000.0,2014
journey to the west (2014),magn.,18100.0,205600000.0,2014
need for speed (2014),bv,43600000.0,159700000.0,2014
the other woman (2014) (2014),fox,83900000.0,112800000.0,2014
the equalizer (2014),sony,101500000.0,90800000.0,2014
breakup buddies (2014),cl,778000.0,188200000.0,2014
the grand budapest hotel (2014),foxs,59300000.0,115500000.0,2014
dumb and dumber to (2014),uni.,86200000.0,83600000.0,2014
unbroken (2014),uni.,115600000.0,47800000.0,2014
into the storm (2014),wb (nl),47600000.0,114100000.0,2014
the monuments men (2014),sony,78000000.0,77000000.0,2014
ride along (2014),uni.,134900000.0,19500000.0,2014
planes: fire & rescue (2014),bv,59200000.0,92200000.0,2014
let's be cops (2014),fox,82400000.0,55800000.0,2014
jack ryan: shadow recruit (2014),par.,50600000.0,84900000.0,2014
annie (2014) (2014),sony,85900000.0,47900000.0,2014
blended (2014),wb,46300000.0,81700000.0,2014
sex tape (2014),sony,38500000.0,87500000.0,2014
the theory of everything (2014),focus,35900000.0,87800000.0,2014
the nut job (2014),orf,64300000.0,56600000.0,2014
the wind rises (2014),bv,5200000.0,112700000.0,2014
pompeii (2014),tris,23200000.0,94600000.0,2014
the admiral: roaring currents (2014),cj,2600000.0,109600000.0,2014
the purge: anarchy (2014),uni.,72000000.0,40000000.0,2014
the boxtrolls (2014),focus,50800000.0,58400000.0,2014
horrible bosses 2 (2014),wb,54400000.0,53200000.0,2014
ouija (2014),uni.,50900000.0,52700000.0,2014
birdman (2014),foxs,42300000.0,60900000.0,2014
transcendence (2014),wb,23000000.0,80000000.0,2014
"alexander and the terrible, horrible, no good, very bad day (2014)",bv,67000000.0,34400000.0,2014
heaven is for real (2014),tris,91400000.0,9900000.0,2014
tammy (2014),wb (nl),84500000.0,16000000.0,2014
p.k. (2014),utv,10600000.0,89800000.0,2014
the book of life (2014) (2014),fox,50200000.0,49600000.0,2014
paranormal activity: the marked ones (2014),par.,32500000.0,58400000.0,2014
the hundred-foot journey (2014),bv,54200000.0,34600000.0,2014
john wick (2014),lg/s,43000000.0,45700000.0,2014
deliver us from evil (2014),sgem,30600000.0,57400000.0,2014
a million ways to die in the west (2014),uni.,43100000.0,44100000.0,2014
snowpiercer (2014),rtwc,4600000.0,82200000.0,2014
step up all in (2014),lg/s,14900000.0,71300000.0,2014
the judge (2014),wb,47100000.0,37300000.0,2014
muppets most wanted (2014),bv,51200000.0,29200000.0,2014
if i stay (2014),wb (nl),50500000.0,28400000.0,2014
"i, frankenstein (2014)",lgf,19100000.0,52100000.0,2014
the attorney (2014),wgusa,557000.0,70000000.0,2014
think like a man too (2014),sgem,65200000.0,5000000.0,2014
brick mansions (2014),rela.,20400000.0,48500000.0,2014
stalingrad (2014) (2014),sony,1000000.0,67099999.0,2014
son of god (2014),fox,59700000.0,8100000.0,2014
jersey boys (2014),wb,47000000.0,20600000.0,2014
the giver (2014),wein.,45100000.0,21900000.0,2014
selma (2014),par.,52100000.0,14700000.0,2014
god's not dead (2014),free,60800000.0,3900000.0,2014
thunder and the house of magic! (2014),shout!,4100.0,64200000.0,2014
begin again (2014),wein.,16200000.0,47300000.0,2014
the legend of hercules (2014),lg/s,18800000.0,42400000.0,2014
evangelion: 3.0 you can (not) redo (2014),elev.,175000.0,60300000.0,2014
dolphin tale 2 (2014),wb,42000000.0,15800000.0,2014
st. vincent (2014),wein.,44100000.0,10700000.0,2014
no good deed (2014) (2014),sgem,52500000.0,1800000.0,2014
a walk among the tombstones (2014),uni.,26300000.0,26900000.0,2014
3 days to kill (2014),rela.,30700000.0,21900000.0,2014
wild (2014) (2014),foxs,37900000.0,14600000.0,2014
magic in the moonlight (2014),spc,10500000.0,40500000.0,2014
dragon ball z: battle of gods (2014),sv,2600000.0,47800000.0,2014
about last night (2014) (2014),sgem,48600000.0,365000.0,2014
whiplash (2014),spc,13100000.0,35900000.0,2014
chef (2014),orf,31400000.0,14500000.0,2014
earth to echo (2014),rela.,38900000.0,6400000.0,2014
boyhood (2014),ifc,25400000.0,19100000.0,2014
oculus (2014),rela.,27700000.0,16300000.0,2014
bang bang (2014),fip,2500000.0,39500000.0,2014
as above/so below (2014),uni.,21300000.0,20600000.0,2014
this is where i leave you (2014),wb,34300000.0,7000000.0,2014
that awkward moment (2014),focus,26100000.0,14400000.0,2014
frank miller's sin city: a dame to kill for (2014),w/dim.,13800000.0,25600000.0,2014
the gambler (2014),par.,33700000.0,5600000.0,2014
million dollar arm (2014),bv,36500000.0,2800000.0,2014
nightcrawler (2014),orf,32400000.0,6300000.0,2014
devil's due (2014),fox,15800000.0,21100000.0,2014
a most wanted man (2014),ratt.,17200000.0,19000000.0,2014
the best of me (2014),rela.,26800000.0,9200000.0,2014
endless love (2014) (2014),uni.,23400000.0,11300000.0,2014
get on up (2014),uni.,30700000.0,2700000.0,2014
the november man (2014),rela.,25000000.0,7500000.0,2014
the pirates (2014),wgusa,416000.0,32100000.0,2014
winter's tale (2014),wb,12600000.0,18500000.0,2014
when the game stands tall (2014),tris,30100000.0,19400000.0,2014
draft day (2014),lg/s,28800000.0,620000.0,2014
big eyes (2014),wein.,14500000.0,14800000.0,2014
the divine move (2014),cj,137000.0,27800000.0,2014
top five (2014),par.,25300000.0,800000.0,2014
iceman (2014) (2014),wgusa,7700.0,26000000.0,2014
and so it goes (2014),ce,15200000.0,10200000.0,2014
on the other side of the tracks (2014),wein.,9600.0,25100000.0,2014
the players (2014),wein.,10900.0,24600000.0,2014
the tale of the princess kaguya (2014),gk,703000.0,23500000.0,2014
a haunted house 2 (2014),orf,17300000.0,6600000.0,2014
the railway man (2014),wein.,4400000.0,17900000.0,2014
mr. turner (2014),spc,4000000.0,18200000.0,2014
the suspect (2014) (2014),wgusa,219000.0,21400000.0,2014
bears (2014),bv,17800000.0,3500000.0,2014
yves saint laurent (2014),wein.,724000.0,20300000.0,2014
labor day (2014),par.,13400000.0,6900000.0,2014
"like father, like son (2014) (2014)",ifc,335000.0,19600000.0,2014
left behind (2014) (2014),free,14000000.0,5700000.0,2014
legends of oz: dorothy's return (2014),ce,8500000.0,10200000.0,2014
the drop (2014),foxs,10700000.0,7900000.0,2014
the quiet ones (2014),lgf,8500000.0,9300000.0,2014
sabotage (2014) (2014),orf,10500000.0,7000000.0,2014
addicted (2014),lgf,17400000.0,19400000.0,2014
road to ninja - naruto the movie (2014),elev.,43200.0,17300000.0,2014
calvary (2014),foxs,3600000.0,13300000.0,2014
the pyramid (2014),fox,2800000.0,14100000.0,2014
tyler perry's the single moms club (2014),lgf,16000000.0,364000.0,2014
beyond outrage (2014),magn.,3900.0,16200000.0,2014
before i go to sleep (2014),ce,3200000.0,12200000.0,2014
vampire academy (2014),wein.,7800000.0,7600000.0,2014
inherent vice (2014),wb,8100000.0,6600000.0,2014
island of lemurs: madagascar (imax) (2014),wb,11300000.0,2800000.0,2014
the two faces of january (2014),magn.,507000.0,13000000.0,2014
fading gigolo (2014),mne,3800000.0,9600000.0,2014
foxcatcher (2014),spc,12100000.0,19400000.0,2014
a most violent year (2014),a24,5700000.0,6300000.0,2014
the interview (2014) (2014),sony,6100000.0,5200000.0,2014
one chance (2014),wein.,101000.0,10800000.0,2014
bicycling with moliere (2014),strand,59900.0,10700000.0,2014
belle (2014),foxs,10700000.0,19400000.0,2014
wetlands (2014),strand,59500.0,10500000.0,2014
moms' night out (2014),tris,10400000.0,19400000.0,2014
the babadook (2014),ifc,964000.0,9300000.0,2014
nymphomaniac: volume i (2014),magn.,786000.0,9500000.0,2014
gladiators of rome (2014),vpd,8200.0,10100000.0,2014
mood indigo (2014),drft.,303000.0,9500000.0,2014
alan partridge: the movie (2014),magn.,153000.0,9600000.0,2014
venus in fur (2014),ifc,374000.0,8000000.0,2014
filth (2014),magn.,34400.0,8300000.0,2014
what if (2014) (2014),cbs,3500000.0,4400000.0,2014
finding fanny (2014),fip,616000.0,7100000.0,2014
pride (2014) (2014),cbs,1400000.0,6100000.0,2014
chinese puzzle (2014),cohen,339000.0,7100000.0,2014
a long way down (2014),magn.,13300.0,7200000.0,2014
"two days, one night (2014)",ifc,1400000.0,5400000.0,2014
a letter to momo (2014),gk,71700.0,6700000.0,2014
cantinflas (2014),lgf,6400000.0,19400000.0,2014
le chef (2014),cohen,343000.0,5900000.0,2014
mas negro que la noche (2014),lgf,870000.0,5200000.0,2014
french gigolo (cliente) (2014),ifc,3000.0,6000000.0,2014
the trip to italy (2014),ifc,2900000.0,3000000.0,2014
the immigrant (2014),wein.,2000000.0,3800000.0,2014
wish i was here (2014),focus,3600000.0,1900000.0,2014
under the skin (2014) (2014),a24,2600000.0,2800000.0,2014
the skeleton twins (2014),ratt.,5300000.0,19400000.0,2014
the french minister (2014),ifc,12000.0,5100000.0,2014
ernest & celestine (2014),gk,262000.0,4800000.0,2014
tracks (2014) (2014),wein.,510000.0,4400000.0,2014
the love punch (2014),ke,267000.0,4500000.0,2014
dear white people (2014),ratt.,4400000.0,19400000.0,2014
the lunchbox (2014),spc,4200000.0,19400000.0,2014
my old lady (2014),cohen,4000000.0,19400000.0,2014
diplomacy (2014),zeit.,231000.0,3700000.0,2014
horns (2014),rtwc,174000.0,3700000.0,2014
ida (2014),mbox,3800000.0,19400000.0,2014
ragnarok (2014),magn.,1400.0,3700000.0,2014
veronica mars (2014),wb,3300000.0,195000.0,2014
mommy (2014),ratt.,3500000.0,19400000.0,2014
the grand seduction (2014),eone,3400000.0,19400000.0,2014
enemy (2014),a24,1000000.0,2400000.0,2014
words and pictures (2014),ratt.,2200000.0,1200000.0,2014
the protector 2 (2014),magn.,2500.0,3300000.0,2014
the rover (2014),a24,1100000.0,2100000.0,2014
the mystery of happiness (2014),strand,8500.0,3200000.0,2014
rosewater (2014),orf,3100000.0,19400000.0,2014
obvious child (2014),a24,3100000.0,19400000.0,2014
the german doctor (2014),gold.,418000.0,2600000.0,2014
citizenfour (2014),rtwc,2800000.0,202000.0,2014
a coffee in berlin (2014),mbox,150000.0,2600000.0,2014
the good lie (2014),wb,2700000.0,19400000.0,2014
the raid 2 (2014),spc,2600000.0,19400000.0,2014
living is easy with eyes closed (2014),outs,11600.0,2600000.0,2014
